// ROUTE SHEET exported by Navi Planner 4000.
// <<NOTE>>This strings // indicate comment column/cells. You can edit freely.
// ULSAN TO BATANGAS,<ANTS>,
// WP No.,Lat,,,Lon,,,Prt[nm],Stb[nm],Speed[nm],Sail(RL/GC),ROT[deg/min],Turn Rad[nm],Time Zone,,Name
000,35,31.49,N,129,22.39,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
001,35,31.23,N,129,22.98,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
002,35,31.03,N,129,23.27,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
003,35,30.69,N,129,23.43,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
004,35,29.80,N,129,23.54,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
005,35,29.34,N,129,23.59,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
006,35,27.96,N,129,23.74,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
007,35,27.61,N,129,24.42,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
008,35,26.28,N,129,24.43,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
009,35,22.60,N,129,25.84,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,ULSAN P/S
010,35,10.00,N,129,26.00,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
011,32,05.27,N,126,50.78,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
012,28,19.71,N,125,15.82,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
013,24,10.02,N,122,07.29,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
014,22,40.44,N,121,37.86,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
015,22,04.53,N,121,19.08,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
016,20,10.19,N,120,58.60,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
017,16,05.21,N,119,36.26,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
018,13,50.76,N,119,56.97,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
019,13,36.24,N,120,11.46,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
020,13,33.72,N,120,30.46,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
021,13,33.92,N,120,59.35,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
022,13,38.00,N,121,00.44,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
023,13,42.40,N,121,00.67,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,
024,13,44.25,N,121,01.05,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,BATANGAS P/S
025,13,45.42,N,121,01.44,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,ANCHOR AREA D
026,13,46.62,N,120,58.62,E,0.10,0.10,0.00,GC,0.00,0.00,00:00,W,BBTI JETTY
